left_row_id,right_row_id,semantic_score,lexical_score,attribute_score,attribute_conflict,hybrid_score,decision,left_attributes,right_attributes
A:A300,B:B999,0.1319,0.0,0.0,True,0.0,separate,"{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}","{""brand"": ""samsung"", ""product_type"": ""tv"", ""watts"": NaN, ""capacity_kg"": NaN, ""size_in"": 55.0, ""colour"": NaN}"
A:A300,B:B300,0.9486,0.5556,1.0,False,0.9025,review,"{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}","{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}"
A:A300,C:C991,0.2211,0.0,0.0,True,0.0,separate,"{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}","{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}"
A:A300,C:C401,0.0526,0.0,0.0,True,0.0,separate,"{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}","{""brand"": ""lg"", ""product_type"": ""washing_machine"", ""watts"": NaN, ""capacity_kg"": 8.0, ""size_in"": NaN, ""colour"": NaN}"
A:A300,C:C300,0.9561,0.7143,0.0,True,0.0,separate,"{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}","{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 45.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}"
A:A300,D:D555,0.1957,0.0,0.0,True,0.0,separate,"{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}","{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}"
A:A300,D:D876,0.0999,0.0,0.0,True,0.0,separate,"{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}","{""brand"": ""lg"", ""product_type"": ""washing_machine"", ""watts"": NaN, ""capacity_kg"": 8.0, ""size_in"": NaN, ""colour"": NaN}"
A:A300,D:D300,0.8701,0.7143,1.0,False,0.8792,review,"{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}","{""brand"": NaN, ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}"
B:B7811,C:C991,0.9256,0.7143,1.0,False,0.9125,review,"{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}","{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}"
B:B7811,C:C401,0.0,0.0,0.0,True,0.0,separate,"{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}","{""brand"": ""lg"", ""product_type"": ""washing_machine"", ""watts"": NaN, ""capacity_kg"": 8.0, ""size_in"": NaN, ""colour"": NaN}"
B:B7811,C:C300,0.1983,0.0,0.0,True,0.0,separate,"{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}","{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 45.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}"
B:B7811,D:D555,0.964,0.5556,1.0,False,0.9117,review,"{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}","{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}"
B:B7811,D:D876,0.0041,0.0,0.0,True,0.0,separate,"{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}","{""brand"": ""lg"", ""product_type"": ""washing_machine"", ""watts"": NaN, ""capacity_kg"": 8.0, ""size_in"": NaN, ""colour"": NaN}"
B:B7811,D:D300,0.2309,0.0,0.0,True,0.0,separate,"{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}","{""brand"": NaN, ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}"
B:B999,C:C991,0.2979,0.0,0.0,True,0.0,separate,"{""brand"": ""samsung"", ""product_type"": ""tv"", ""watts"": NaN, ""capacity_kg"": NaN, ""size_in"": 55.0, ""colour"": NaN}","{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}"
B:B999,C:C401,0.1635,0.0,0.0,True,0.0,separate,"{""brand"": ""samsung"", ""product_type"": ""tv"", ""watts"": NaN, ""capacity_kg"": NaN, ""size_in"": 55.0, ""colour"": NaN}","{""brand"": ""lg"", ""product_type"": ""washing_machine"", ""watts"": NaN, ""capacity_kg"": 8.0, ""size_in"": NaN, ""colour"": NaN}"
B:B999,C:C300,0.0927,0.0,0.0,True,0.0,separate,"{""brand"": ""samsung"", ""product_type"": ""tv"", ""watts"": NaN, ""capacity_kg"": NaN, ""size_in"": 55.0, ""colour"": NaN}","{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 45.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}"
B:B999,D:D555,0.2666,0.0,0.0,True,0.0,separate,"{""brand"": ""samsung"", ""product_type"": ""tv"", ""watts"": NaN, ""capacity_kg"": NaN, ""size_in"": 55.0, ""colour"": NaN}","{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}"
B:B999,D:D876,0.1925,0.0,0.0,True,0.0,separate,"{""brand"": ""samsung"", ""product_type"": ""tv"", ""watts"": NaN, ""capacity_kg"": NaN, ""size_in"": 55.0, ""colour"": NaN}","{""brand"": ""lg"", ""product_type"": ""washing_machine"", ""watts"": NaN, ""capacity_kg"": 8.0, ""size_in"": NaN, ""colour"": NaN}"
B:B999,D:D300,0.1722,0.0,0.0,True,0.0,separate,"{""brand"": ""samsung"", ""product_type"": ""tv"", ""watts"": NaN, ""capacity_kg"": NaN, ""size_in"": 55.0, ""colour"": NaN}","{""brand"": NaN, ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}"
B:B300,C:C991,0.1912,0.0,0.0,True,0.0,separate,"{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}","{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}"
B:B300,C:C401,0.0573,0.0,0.0,True,0.0,separate,"{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}","{""brand"": ""lg"", ""product_type"": ""washing_machine"", ""watts"": NaN, ""capacity_kg"": 8.0, ""size_in"": NaN, ""colour"": NaN}"
B:B300,C:C300,0.9179,0.5556,0.0,True,0.0,separate,"{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}","{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 45.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}"
B:B300,D:D555,0.182,0.0667,0.0,True,0.0,separate,"{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}","{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}"
B:B300,D:D876,0.0957,0.0,0.0,True,0.0,separate,"{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}","{""brand"": ""lg"", ""product_type"": ""washing_machine"", ""watts"": NaN, ""capacity_kg"": 8.0, ""size_in"": NaN, ""colour"": NaN}"
B:B300,D:D300,0.8267,0.4,1.0,False,0.806,separate,"{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}","{""brand"": NaN, ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}"
C:C991,D:D555,0.9202,0.4,1.0,False,0.8621,review,"{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}","{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}"
C:C991,D:D876,0.0427,0.0,0.0,True,0.0,separate,"{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}","{""brand"": ""lg"", ""product_type"": ""washing_machine"", ""watts"": NaN, ""capacity_kg"": 8.0, ""size_in"": NaN, ""colour"": NaN}"
C:C991,D:D300,0.2425,0.0,0.0,True,0.0,separate,"{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}","{""brand"": NaN, ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}"
C:C401,D:D555,0.0,0.0,0.0,True,0.0,separate,"{""brand"": ""lg"", ""product_type"": ""washing_machine"", ""watts"": NaN, ""capacity_kg"": 8.0, ""size_in"": NaN, ""colour"": NaN}","{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}"
C:C401,D:D876,0.8787,0.3333,1.0,False,0.8272,review,"{""brand"": ""lg"", ""product_type"": ""washing_machine"", ""watts"": NaN, ""capacity_kg"": 8.0, ""size_in"": NaN, ""colour"": NaN}","{""brand"": ""lg"", ""product_type"": ""washing_machine"", ""watts"": NaN, ""capacity_kg"": 8.0, ""size_in"": NaN, ""colour"": NaN}"
C:C401,D:D300,0.0182,0.0,0.0,True,0.0,separate,"{""brand"": ""lg"", ""product_type"": ""washing_machine"", ""watts"": NaN, ""capacity_kg"": 8.0, ""size_in"": NaN, ""colour"": NaN}","{""brand"": NaN, ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}"
C:C300,D:D555,0.18,0.0,0.0,True,0.0,separate,"{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 45.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}","{""brand"": ""philips"", ""product_type"": ""bulb"", ""watts"": 50.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""warm white""}"
C:C300,D:D876,0.115,0.0,0.0,True,0.0,separate,"{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 45.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}","{""brand"": ""lg"", ""product_type"": ""washing_machine"", ""watts"": NaN, ""capacity_kg"": 8.0, ""size_in"": NaN, ""colour"": NaN}"
C:C300,D:D300,0.8233,0.5,0.0,True,0.0,separate,"{""brand"": ""acme"", ""product_type"": ""charger"", ""watts"": 45.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}","{""brand"": NaN, ""product_type"": ""charger"", ""watts"": 65.0, ""capacity_kg"": NaN, ""size_in"": NaN, ""colour"": ""black""}"
